reward,time_step,building_name,mode,episode,simulation_id
,0,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-13.159512063479031,1,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-3.851096161478429,2,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-3.5032850736662207,3,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-3.0105184296836587,4,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-4.3501680052594836,5,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-7.067618246401888,6,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-5.577702714199203,7,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-4.655054097619203,8,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-7.150905855284362,9,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-13.975658156094816,10,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-4.393299147339965,11,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-2.1399571930264694,12,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.3945816444387103,13,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-4.370584256105499,14,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-2.2498540300478878,15,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.7476874043010149,16,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-8.384930833664372,17,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.7117476225764081,18,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-8.138329591669153,19,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-1.829324506493304,20,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-12.177472162293654,21,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-1.8034651090365723,22,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.30272618864033984,23,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-7.080238434961858,24,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-8.284977853945035,25,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-2.0506514188052987,26,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.6323315013806875,27,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.5012933110889096,28,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-8.618117053038645,29,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.09249903567030134,30,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.5781732943166311,31,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.47057551130641634,32,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-4.040407121144998,33,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.7580330023033385,34,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-2.6383732988497326,35,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-3.1594172098581916,36,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-2.232841839777408,37,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-6.6666398897801775,38,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-5.86988547773646,39,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-11.359547744544427,40,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-7.473842455325616,41,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.2943742212058268,42,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-4.937359690748738,43,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-5.177458479721094,44,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-1.7686757231281383,45,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-2.1116439848767508,46,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.15026801437806886,47,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-8.689359047200963,48,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-4.104842118349431,49,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-1.1893675283273302,50,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.8428207062235333,51,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-7.526031410421609,52,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.11349748284773314,53,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.1487504250738115,54,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-9.287666746318035,55,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.8730827101713927,56,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-9.415356515320935,57,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-5.615632317709846,58,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-6.076235479114334,59,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-9.29465051246836,60,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.15283671061044235,61,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-2.315325017980413,62,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-14.673699272569635,63,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-14.648631418273675,64,,train,0,alameda_resstock-amy2018-2021-release-1-111763
-0.006869346729241721,65,,train,0,alameda_resstock-amy2018-2021-release-1-111763
