simulation_id,mode,episode,start_timestamp,end_timestamp
travis_resstock-amy2018-2021-release-1-127757,train,0,2024-03-08 15:05:29.481532,2024-03-08 15:05:35.503504
travis_resstock-amy2018-2021-release-1-127757,train,1,2024-03-08 15:05:36.402346,2024-03-08 15:07:34.273090
travis_resstock-amy2018-2021-release-1-127757,train,2,2024-03-08 15:07:35.451124,2024-03-08 15:09:33.597499
travis_resstock-amy2018-2021-release-1-127757,train,3,2024-03-08 15:09:35.001505,2024-03-08 15:11:33.114770
travis_resstock-amy2018-2021-release-1-127757,train,4,2024-03-08 15:11:34.717033,2024-03-08 15:13:32.999779
travis_resstock-amy2018-2021-release-1-127757,train,5,2024-03-08 15:13:34.833851,2024-03-08 15:15:33.540002
travis_resstock-amy2018-2021-release-1-127757,train,6,2024-03-08 15:15:35.634395,2024-03-08 15:17:45.942983
travis_resstock-amy2018-2021-release-1-127757,train,7,2024-03-08 15:17:48.198174,2024-03-08 15:19:58.477050
travis_resstock-amy2018-2021-release-1-127757,train,8,2024-03-08 15:20:00.939957,2024-03-08 15:22:10.896594
travis_resstock-amy2018-2021-release-1-127757,train,9,2024-03-08 15:22:13.902917,2024-03-08 15:24:30.029335
travis_resstock-amy2018-2021-release-1-127757,train,10,2024-03-08 15:24:33.221140,2024-03-08 15:26:41.432481
