reward,time_step,building_name,mode,episode,simulation_id
,0,,train,0,travis_resstock-amy2018-2021-release-1-134795
-26.958607486787702,1,,train,0,travis_resstock-amy2018-2021-release-1-134795
-19.027849609938176,2,,train,0,travis_resstock-amy2018-2021-release-1-134795
-23.41264072192212,3,,train,0,travis_resstock-amy2018-2021-release-1-134795
-24.046979450588132,4,,train,0,travis_resstock-amy2018-2021-release-1-134795
-25.864219605500068,5,,train,0,travis_resstock-amy2018-2021-release-1-134795
-26.90292669311031,6,,train,0,travis_resstock-amy2018-2021-release-1-134795
-22.819827309912142,7,,train,0,travis_resstock-amy2018-2021-release-1-134795
-24.421790370751452,8,,train,0,travis_resstock-amy2018-2021-release-1-134795
-23.111041360052216,9,,train,0,travis_resstock-amy2018-2021-release-1-134795
-21.434951461629243,10,,train,0,travis_resstock-amy2018-2021-release-1-134795
-3.684573643936357,11,,train,0,travis_resstock-amy2018-2021-release-1-134795
-12.174597083822787,12,,train,0,travis_resstock-amy2018-2021-release-1-134795
-16.488699989025378,13,,train,0,travis_resstock-amy2018-2021-release-1-134795
-6.5386516089304845,14,,train,0,travis_resstock-amy2018-2021-release-1-134795
-11.63444637251752,15,,train,0,travis_resstock-amy2018-2021-release-1-134795
-6.55393458274906,16,,train,0,travis_resstock-amy2018-2021-release-1-134795
-19.62671344842597,17,,train,0,travis_resstock-amy2018-2021-release-1-134795
-15.573921578231879,18,,train,0,travis_resstock-amy2018-2021-release-1-134795
-13.926423646117684,19,,train,0,travis_resstock-amy2018-2021-release-1-134795
-17.806978553976435,20,,train,0,travis_resstock-amy2018-2021-release-1-134795
-30.11296721896313,21,,train,0,travis_resstock-amy2018-2021-release-1-134795
-20.118447361827783,22,,train,0,travis_resstock-amy2018-2021-release-1-134795
-22.267892611147733,23,,train,0,travis_resstock-amy2018-2021-release-1-134795
-23.215939395228922,24,,train,0,travis_resstock-amy2018-2021-release-1-134795
-25.076530535986677,25,,train,0,travis_resstock-amy2018-2021-release-1-134795
-12.842253118550786,26,,train,0,travis_resstock-amy2018-2021-release-1-134795
-15.594507063812097,27,,train,0,travis_resstock-amy2018-2021-release-1-134795
-15.01442565409332,28,,train,0,travis_resstock-amy2018-2021-release-1-134795
-25.587969711311786,29,,train,0,travis_resstock-amy2018-2021-release-1-134795
-17.896282602035722,30,,train,0,travis_resstock-amy2018-2021-release-1-134795
-13.300938158634334,31,,train,0,travis_resstock-amy2018-2021-release-1-134795
-17.225371686618836,32,,train,0,travis_resstock-amy2018-2021-release-1-134795
