simulation_id,mode,episode,start_timestamp,end_timestamp
alameda_resstock-amy2018-2021-release-1-523369,train,0,2024-03-05 10:14:21.005060,2024-03-05 10:14:22.084911
alameda_resstock-amy2018-2021-release-1-523369,train,1,2024-03-05 10:14:22.268288,2024-03-05 10:14:41.473660
alameda_resstock-amy2018-2021-release-1-523369,train,2,2024-03-05 10:14:41.703404,2024-03-05 10:15:02.419315
alameda_resstock-amy2018-2021-release-1-523369,train,3,2024-03-05 10:15:02.682609,2024-03-05 10:15:23.368852
alameda_resstock-amy2018-2021-release-1-523369,train,4,2024-03-05 10:15:23.665098,2024-03-05 10:15:44.367236
alameda_resstock-amy2018-2021-release-1-523369,train,5,2024-03-05 10:15:44.704299,2024-03-05 10:16:05.349640
alameda_resstock-amy2018-2021-release-1-523369,train,6,2024-03-05 10:16:05.718089,2024-03-05 10:16:27.151624
alameda_resstock-amy2018-2021-release-1-523369,train,7,2024-03-05 10:16:27.640362,2024-03-05 10:16:48.420500
alameda_resstock-amy2018-2021-release-1-523369,train,8,2024-03-05 10:16:48.859569,2024-03-05 10:17:09.665924
alameda_resstock-amy2018-2021-release-1-523369,train,9,2024-03-05 10:17:10.139891,2024-03-05 10:17:31.525215
alameda_resstock-amy2018-2021-release-1-523369,train,10,2024-03-05 10:17:32.069055,2024-03-05 10:17:53.306664
