cost_function,value,name,level,mode,episode,simulation_id
carbon_emissions,,resstock-amy2018-2021-release-1-523369,building,train,8,alameda_resstock-amy2018-2021-release-1-523369
cost,,resstock-amy2018-2021-release-1-523369,building,train,8,alameda_resstock-amy2018-2021-release-1-523369
1 - load_factor,0.9906887314805716,District,district,train,9,alameda_resstock-amy2018-2021-release-1-523369
average_daily_peak,0.9475695416346074,District,district,train,9,alameda_resstock-amy2018-2021-release-1-523369
carbon_emissions,,District,district,train,9,alameda_resstock-amy2018-2021-release-1-523369
cost,,District,district,train,9,alameda_resstock-amy2018-2021-release-1-523369
electricity_consumption,0.8109310265551904,District,district,train,9,alameda_resstock-amy2018-2021-release-1-523369
peak_demand,1.149352069489909,District,district,train,9,alameda_resstock-amy2018-2021-release-1-523369
ramping,1.0384067853740009,District,district,train,9,alameda_resstock-amy2018-2021-release-1-523369
zero_net_energy,1.1667350350862171,District,district,train,9,alameda_resstock-amy2018-2021-release-1-523369
electricity_consumption,0.8109310265551904,resstock-amy2018-2021-release-1-523369,building,train,9,alameda_resstock-amy2018-2021-release-1-523369
zero_net_energy,1.1667350350862171,resstock-amy2018-2021-release-1-523369,building,train,9,alameda_resstock-amy2018-2021-release-1-523369
carbon_emissions,,resstock-amy2018-2021-release-1-523369,building,train,9,alameda_resstock-amy2018-2021-release-1-523369
cost,,resstock-amy2018-2021-release-1-523369,building,train,9,alameda_resstock-amy2018-2021-release-1-523369
1 - load_factor,0.989989447455322,District,district,train,10,alameda_resstock-amy2018-2021-release-1-523369
average_daily_peak,0.9350020892266996,District,district,train,10,alameda_resstock-amy2018-2021-release-1-523369
carbon_emissions,,District,district,train,10,alameda_resstock-amy2018-2021-release-1-523369
cost,,District,district,train,10,alameda_resstock-amy2018-2021-release-1-523369
electricity_consumption,0.8085485582754058,District,district,train,10,alameda_resstock-amy2018-2021-release-1-523369
peak_demand,1.0796332951977632,District,district,train,10,alameda_resstock-amy2018-2021-release-1-523369
ramping,1.0189270129241643,District,district,train,10,alameda_resstock-amy2018-2021-release-1-523369
zero_net_energy,1.1621757853433414,District,district,train,10,alameda_resstock-amy2018-2021-release-1-523369
electricity_consumption,0.8085485582754058,resstock-amy2018-2021-release-1-523369,building,train,10,alameda_resstock-amy2018-2021-release-1-523369
zero_net_energy,1.1621757853433414,resstock-amy2018-2021-release-1-523369,building,train,10,alameda_resstock-amy2018-2021-release-1-523369
carbon_emissions,,resstock-amy2018-2021-release-1-523369,building,train,10,alameda_resstock-amy2018-2021-release-1-523369
cost,,resstock-amy2018-2021-release-1-523369,building,train,10,alameda_resstock-amy2018-2021-release-1-523369
