cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.989565909224065,District,district,train,0,travis_resstock-amy2018-2021-release-1-171887
average_daily_peak,1.1387261808093103,District,district,train,0,travis_resstock-amy2018-2021-release-1-171887
carbon_emissions,,District,district,train,0,travis_resstock-amy2018-2021-release-1-171887
cost,,District,district,train,0,travis_resstock-amy2018-2021-release-1-171887
electricity_consumption,1.1754914312336078,District,district,train,0,travis_resstock-amy2018-2021-release-1-171887
peak_demand,1.1173989582236503,District,district,train,0,travis_resstock-amy2018-2021-release-1-171887
ramping,1.818448137615874,District,district,train,0,travis_resstock-amy2018-2021-release-1-171887
zero_net_energy,1.357043235472246,District,district,train,0,travis_resstock-amy2018-2021-release-1-171887
electricity_consumption,1.1754914312336078,resstock-amy2018-2021-release-1-171887,building,train,0,travis_resstock-amy2018-2021-release-1-171887
zero_net_energy,1.357043235472246,resstock-amy2018-2021-release-1-171887,building,train,0,travis_resstock-amy2018-2021-release-1-171887
carbon_emissions,,resstock-amy2018-2021-release-1-171887,building,train,0,travis_resstock-amy2018-2021-release-1-171887
cost,,resstock-amy2018-2021-release-1-171887,building,train,0,travis_resstock-amy2018-2021-release-1-171887
1 - load_factor,0.9934092132130624,District,district,train,1,travis_resstock-amy2018-2021-release-1-171887
average_daily_peak,0.9561013483975376,District,district,train,1,travis_resstock-amy2018-2021-release-1-171887
carbon_emissions,,District,district,train,1,travis_resstock-amy2018-2021-release-1-171887
cost,,District,district,train,1,travis_resstock-amy2018-2021-release-1-171887
electricity_consumption,0.8971033063366501,District,district,train,1,travis_resstock-amy2018-2021-release-1-171887
peak_demand,1.0020685403264484,District,district,train,1,travis_resstock-amy2018-2021-release-1-171887
ramping,1.088812746768828,District,district,train,1,travis_resstock-amy2018-2021-release-1-171887
zero_net_energy,1.1863086867047004,District,district,train,1,travis_resstock-amy2018-2021-release-1-171887
electricity_consumption,0.8971033063366501,resstock-amy2018-2021-release-1-171887,building,train,1,travis_resstock-amy2018-2021-release-1-171887
zero_net_energy,1.1863086867047004,resstock-amy2018-2021-release-1-171887,building,train,1,travis_resstock-amy2018-2021-release-1-171887
carbon_emissions,,resstock-amy2018-2021-release-1-171887,building,train,1,travis_resstock-amy2018-2021-release-1-171887
cost,,resstock-amy2018-2021-release-1-171887,building,train,1,travis_resstock-amy2018-2021-release-1-171887
1 - load_factor,0.9931078603207232,District,district,train,2,travis_resstock-amy2018-2021-release-1-171887
average_daily_peak,0.9298096991273336,District,district,train,2,travis_resstock-amy2018-2021-release-1-171887
carbon_emissions,,District,district,train,2,travis_resstock-amy2018-2021-release-1-171887
cost,,District,district,train,2,travis_resstock-amy2018-2021-release-1-171887
electricity_consumption,0.8172938667655953,District,district,train,2,travis_resstock-amy2018-2021-release-1-171887
peak_demand,1.1348664570924882,District,district,train,2,travis_resstock-amy2018-2021-release-1-171887
ramping,1.0670152902383656,District,district,train,2,travis_resstock-amy2018-2021-release-1-171887
zero_net_energy,1.219360404131737,District,district,train,2,travis_resstock-amy2018-2021-release-1-171887
electricity_consumption,0.8172938667655953,resstock-amy2018-2021-release-1-171887,building,train,2,travis_resstock-amy2018-2021-release-1-171887
zero_net_energy,1.219360404131737,resstock-amy2018-2021-release-1-171887,building,train,2,travis_resstock-amy2018-2021-release-1-171887
