simulation_id,mode,episode,start_timestamp,end_timestamp
travis_resstock-amy2018-2021-release-1-171887,train,0,2024-03-08 13:36:50.264547,2024-03-08 13:36:56.692380
travis_resstock-amy2018-2021-release-1-171887,train,1,2024-03-08 13:36:57.619519,2024-03-08 13:39:07.466233
travis_resstock-amy2018-2021-release-1-171887,train,2,2024-03-08 13:39:08.640217,2024-03-08 13:41:18.219713
travis_resstock-amy2018-2021-release-1-171887,train,3,2024-03-08 13:41:19.642900,2024-03-08 13:43:29.541147
travis_resstock-amy2018-2021-release-1-171887,train,4,2024-03-08 13:43:31.196708,2024-03-08 13:45:40.532716
travis_resstock-amy2018-2021-release-1-171887,train,5,2024-03-08 13:45:42.414595,2024-03-08 13:47:51.331495
travis_resstock-amy2018-2021-release-1-171887,train,6,2024-03-08 13:47:53.424989,2024-03-08 13:50:02.495993
travis_resstock-amy2018-2021-release-1-171887,train,7,2024-03-08 13:50:04.795196,2024-03-08 13:52:14.005655
travis_resstock-amy2018-2021-release-1-171887,train,8,2024-03-08 13:52:16.499539,2024-03-08 13:54:25.701332
travis_resstock-amy2018-2021-release-1-171887,train,9,2024-03-08 13:54:28.419335,2024-03-08 13:56:37.221968
travis_resstock-amy2018-2021-release-1-171887,train,10,2024-03-08 13:56:40.173207,2024-03-08 13:58:48.900241
travis_resstock-amy2018-2021-release-1-171887,train,11,2024-03-08 13:58:52.064420,2024-03-08 14:01:00.554490
travis_resstock-amy2018-2021-release-1-171887,train,12,2024-03-08 14:01:03.937113,2024-03-08 14:03:12.048563
travis_resstock-amy2018-2021-release-1-171887,train,13,2024-03-08 14:03:15.665622,2024-03-08 14:05:23.878053
travis_resstock-amy2018-2021-release-1-171887,train,14,2024-03-08 14:05:27.725990,2024-03-08 14:07:33.970787
travis_resstock-amy2018-2021-release-1-171887,test,0,2024-03-08 14:07:38.378779,2024-03-08 14:07:50.438866
