simulation_id,mode,episode,start_timestamp,end_timestamp
alameda_resstock-amy2018-2021-release-1-175803,train,0,2024-03-05 09:08:58.521095,2024-03-05 09:08:59.580266
alameda_resstock-amy2018-2021-release-1-175803,train,1,2024-03-05 09:08:59.764084,2024-03-05 09:09:20.671471
alameda_resstock-amy2018-2021-release-1-175803,train,2,2024-03-05 09:09:20.904655,2024-03-05 09:09:41.755299
alameda_resstock-amy2018-2021-release-1-175803,train,3,2024-03-05 09:09:42.019903,2024-03-05 09:10:02.853994
alameda_resstock-amy2018-2021-release-1-175803,train,4,2024-03-05 09:10:03.153477,2024-03-05 09:10:23.933070
alameda_resstock-amy2018-2021-release-1-175803,train,5,2024-03-05 09:10:24.269508,2024-03-05 09:10:45.047693
alameda_resstock-amy2018-2021-release-1-175803,train,6,2024-03-05 09:10:45.417708,2024-03-05 09:11:06.070204
alameda_resstock-amy2018-2021-release-1-175803,train,7,2024-03-05 09:11:06.475803,2024-03-05 09:11:27.235938
alameda_resstock-amy2018-2021-release-1-175803,train,8,2024-03-05 09:11:27.677111,2024-03-05 09:11:48.329308
alameda_resstock-amy2018-2021-release-1-175803,train,9,2024-03-05 09:11:48.808842,2024-03-05 09:12:09.456525
alameda_resstock-amy2018-2021-release-1-175803,train,10,2024-03-05 09:12:09.996616,2024-03-05 09:12:30.718108
alameda_resstock-amy2018-2021-release-1-175803,train,11,2024-03-05 09:12:31.263079,2024-03-05 09:12:51.890035
alameda_resstock-amy2018-2021-release-1-175803,train,12,2024-03-05 09:12:52.466679,2024-03-05 09:13:13.084355
alameda_resstock-amy2018-2021-release-1-175803,train,13,2024-03-05 09:13:13.698108,2024-03-05 09:13:34.303892
alameda_resstock-amy2018-2021-release-1-175803,train,14,2024-03-05 09:13:34.954731,2024-03-05 09:13:55.237583
alameda_resstock-amy2018-2021-release-1-175803,test,0,2024-03-05 09:13:56.170688,2024-03-05 09:13:57.344080
