reward,time_step,building_name,mode,episode,simulation_id
,0,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-9.95713350028661,1,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-4.794732342002069,2,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-6.347088071568072,3,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-7.757684349612605,4,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-6.572268542238032,5,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-14.102482756310359,6,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-18.341032704071445,7,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-13.964064013494985,8,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-12.238535087998365,9,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-10.826535607153652,10,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-3.3412336900753057,11,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-0.11632363086101194,12,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-0.6450654573174301,13,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-3.0714549125781803,14,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-1.5434908206035933,15,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-4.741917430953533,16,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-8.499404607070922,17,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-3.620300935662296,18,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-4.841071639705236,19,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-7.3707021606640275,20,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-10.784293099639847,21,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-0.6418342427617865,22,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-10.799797397120056,23,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-28.103174907882842,24,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-25.826993564895247,25,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-2.086325360912771,26,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-6.378063008496383,27,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-5.248599137011579,28,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-15.553749761140512,29,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-15.971471133360435,30,,train,0,alameda_resstock-amy2018-2021-release-1-131043
-7.5023374523823225,31,,train,0,alameda_resstock-amy2018-2021-release-1-131043
