cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.9848927193782022,District,district,train,0,alameda_resstock-amy2018-2021-release-1-131043
average_daily_peak,1.1474023940725462,District,district,train,0,alameda_resstock-amy2018-2021-release-1-131043
carbon_emissions,,District,district,train,0,alameda_resstock-amy2018-2021-release-1-131043
cost,,District,district,train,0,alameda_resstock-amy2018-2021-release-1-131043
electricity_consumption,1.1208397261230487,District,district,train,0,alameda_resstock-amy2018-2021-release-1-131043
peak_demand,1.1368080918945282,District,district,train,0,alameda_resstock-amy2018-2021-release-1-131043
ramping,1.7216706133247481,District,district,train,0,alameda_resstock-amy2018-2021-release-1-131043
zero_net_energy,1.1764501254135327,District,district,train,0,alameda_resstock-amy2018-2021-release-1-131043
electricity_consumption,1.1208397261230487,resstock-amy2018-2021-release-1-131043,building,train,0,alameda_resstock-amy2018-2021-release-1-131043
zero_net_energy,1.1764501254135327,resstock-amy2018-2021-release-1-131043,building,train,0,alameda_resstock-amy2018-2021-release-1-131043
carbon_emissions,,resstock-amy2018-2021-release-1-131043,building,train,0,alameda_resstock-amy2018-2021-release-1-131043
cost,,resstock-amy2018-2021-release-1-131043,building,train,0,alameda_resstock-amy2018-2021-release-1-131043
