reward,time_step,building_name,mode,episode,simulation_id
,0,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-10.88580694967774,1,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-3.8047703747002375,2,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-9.011093094276138,3,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-8.142200434185813,4,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-7.444259935821876,5,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-12.85633992739308,6,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-10.753142578943267,7,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-9.557260751740507,8,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-8.566582243430197,9,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-4.651223190347502,10,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-5.369112147198971,11,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-1.4493169785612725,12,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-0.4475490868591515,13,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-4.402785883678266,14,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-2.0338055924517313,15,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-0.0067217265686136275,16,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-8.96397954106158,17,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-1.9666946602729165,18,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-2.5088058748813573,19,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-1.2206708960472645,20,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-11.518233548090429,21,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-3.7211705794062295,22,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-3.3301090087381224,23,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-11.776302046881177,24,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-13.406067317582798,25,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-2.576943284264445,26,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-5.731367246057946,27,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-5.525024530266371,28,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-14.384208827372099,29,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-18.424910611940213,30,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-5.6805979803455156,31,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-10.896971472093771,32,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-0.8947512313839301,33,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-3.344095024808788,34,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-7.017176962974868,35,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-6.663278231364677,36,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-1.8688653791238394,37,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-3.751016922596089,38,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-9.230494891460161,39,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-13.043796924249254,40,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-8.265005770652348,41,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-3.4575137405063376,42,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-6.972790492427105,43,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-8.002561530961028,44,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-14.728843661380218,45,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-0.29196775639891426,46,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-3.733837525541994,47,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-11.331134046640685,48,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-10.264571027125674,49,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-3.0472476587627577,50,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-3.738808983062321,51,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-11.875321956944102,52,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-8.530808698826414,53,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-10.735446300536513,54,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-16.059651764210717,55,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-13.204456542018132,56,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-10.541428792237376,57,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-13.34532025219498,58,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-11.029002486741502,59,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-10.83109334089081,60,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-4.3835514155412625,61,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-1.5284471790755547,62,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-13.413278065592696,63,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-8.911418358900384,64,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-0.5983200096429624,65,,train,0,alameda_resstock-amy2018-2021-release-1-130997
-0.04918325393260073,66,,train,0,alameda_resstock-amy2018-2021-release-1-130997
