cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.9437588029072572,District,district,train,0,alameda_resstock-amy2018-2021-release-1-123582
average_daily_peak,1.8610697373420642,District,district,train,0,alameda_resstock-amy2018-2021-release-1-123582
carbon_emissions,,District,district,train,0,alameda_resstock-amy2018-2021-release-1-123582
cost,,District,district,train,0,alameda_resstock-amy2018-2021-release-1-123582
electricity_consumption,1.8009417292809717,District,district,train,0,alameda_resstock-amy2018-2021-release-1-123582
peak_demand,0.7897857889000653,District,district,train,0,alameda_resstock-amy2018-2021-release-1-123582
ramping,2.659960089747895,District,district,train,0,alameda_resstock-amy2018-2021-release-1-123582
zero_net_energy,0.8653250481418433,District,district,train,0,alameda_resstock-amy2018-2021-release-1-123582
electricity_consumption,1.8009417292809717,resstock-amy2018-2021-release-1-123582,building,train,0,alameda_resstock-amy2018-2021-release-1-123582
zero_net_energy,0.8653250481418433,resstock-amy2018-2021-release-1-123582,building,train,0,alameda_resstock-amy2018-2021-release-1-123582
carbon_emissions,,resstock-amy2018-2021-release-1-123582,building,train,0,alameda_resstock-amy2018-2021-release-1-123582
cost,,resstock-amy2018-2021-release-1-123582,building,train,0,alameda_resstock-amy2018-2021-release-1-123582
