simulation_id,mode,episode,start_timestamp,end_timestamp
travis_resstock-amy2018-2021-release-1-179351,train,0,2024-03-08 14:07:39.090937,2024-03-08 14:07:45.287822
travis_resstock-amy2018-2021-release-1-179351,train,1,2024-03-08 14:07:46.202598,2024-03-08 14:09:45.911549
travis_resstock-amy2018-2021-release-1-179351,train,2,2024-03-08 14:09:47.099812,2024-03-08 14:11:56.478951
travis_resstock-amy2018-2021-release-1-179351,train,3,2024-03-08 14:11:57.897114,2024-03-08 14:14:07.085652
travis_resstock-amy2018-2021-release-1-179351,train,4,2024-03-08 14:14:08.711825,2024-03-08 14:16:18.173803
travis_resstock-amy2018-2021-release-1-179351,train,5,2024-03-08 14:16:20.047601,2024-03-08 14:18:29.095523
travis_resstock-amy2018-2021-release-1-179351,train,6,2024-03-08 14:18:31.179590,2024-03-08 14:20:40.561404
travis_resstock-amy2018-2021-release-1-179351,train,7,2024-03-08 14:20:42.847889,2024-03-08 14:22:51.924989
travis_resstock-amy2018-2021-release-1-179351,train,8,2024-03-08 14:22:54.418645,2024-03-08 14:25:03.216768
travis_resstock-amy2018-2021-release-1-179351,train,9,2024-03-08 14:25:05.927121,2024-03-08 14:27:14.529762
travis_resstock-amy2018-2021-release-1-179351,train,10,2024-03-08 14:27:17.491374,2024-03-08 14:29:26.136787
travis_resstock-amy2018-2021-release-1-179351,train,11,2024-03-08 14:29:29.300236,2024-03-08 14:31:38.075268
travis_resstock-amy2018-2021-release-1-179351,train,12,2024-03-08 14:31:41.467455,2024-03-08 14:33:50.273318
travis_resstock-amy2018-2021-release-1-179351,train,13,2024-03-08 14:33:53.902914,2024-03-08 14:36:02.008612
travis_resstock-amy2018-2021-release-1-179351,train,14,2024-03-08 14:36:05.841263,2024-03-08 14:38:14.081634
travis_resstock-amy2018-2021-release-1-179351,test,0,2024-03-08 14:38:18.480776,2024-03-08 14:38:37.903134
