cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.9866102926374936,District,district,train,0,travis_resstock-amy2018-2021-release-1-179351
average_daily_peak,1.1348736771390548,District,district,train,0,travis_resstock-amy2018-2021-release-1-179351
carbon_emissions,,District,district,train,0,travis_resstock-amy2018-2021-release-1-179351
cost,,District,district,train,0,travis_resstock-amy2018-2021-release-1-179351
electricity_consumption,1.1871523405119735,District,district,train,0,travis_resstock-amy2018-2021-release-1-179351
peak_demand,0.9684885257507408,District,district,train,0,travis_resstock-amy2018-2021-release-1-179351
ramping,1.923918987848332,District,district,train,0,travis_resstock-amy2018-2021-release-1-179351
zero_net_energy,1.3597443357497616,District,district,train,0,travis_resstock-amy2018-2021-release-1-179351
electricity_consumption,1.1871523405119735,resstock-amy2018-2021-release-1-179351,building,train,0,travis_resstock-amy2018-2021-release-1-179351
zero_net_energy,1.3597443357497616,resstock-amy2018-2021-release-1-179351,building,train,0,travis_resstock-amy2018-2021-release-1-179351
carbon_emissions,,resstock-amy2018-2021-release-1-179351,building,train,0,travis_resstock-amy2018-2021-release-1-179351
cost,,resstock-amy2018-2021-release-1-179351,building,train,0,travis_resstock-amy2018-2021-release-1-179351
1 - load_factor,0.9941719381385092,District,district,train,1,travis_resstock-amy2018-2021-release-1-179351
average_daily_peak,0.9784425966414622,District,district,train,1,travis_resstock-amy2018-2021-release-1-179351
carbon_emissions,,District,district,train,1,travis_resstock-amy2018-2021-release-1-179351
cost,,District,district,train,1,travis_resstock-amy2018-2021-release-1-179351
electricity_consumption,0.9129529791962032,District,district,train,1,travis_resstock-amy2018-2021-release-1-179351
peak_demand,1.1215893432902124,District,district,train,1,travis_resstock-amy2018-2021-release-1-179351
ramping,1.0691618854540517,District,district,train,1,travis_resstock-amy2018-2021-release-1-179351
zero_net_energy,1.169215394372214,District,district,train,1,travis_resstock-amy2018-2021-release-1-179351
electricity_consumption,0.9129529791962032,resstock-amy2018-2021-release-1-179351,building,train,1,travis_resstock-amy2018-2021-release-1-179351
zero_net_energy,1.169215394372214,resstock-amy2018-2021-release-1-179351,building,train,1,travis_resstock-amy2018-2021-release-1-179351
carbon_emissions,,resstock-amy2018-2021-release-1-179351,building,train,1,travis_resstock-amy2018-2021-release-1-179351
cost,,resstock-amy2018-2021-release-1-179351,building,train,1,travis_resstock-amy2018-2021-release-1-179351
1 - load_factor,0.9915103216010028,District,district,train,2,travis_resstock-amy2018-2021-release-1-179351
average_daily_peak,0.9585714062600256,District,district,train,2,travis_resstock-amy2018-2021-release-1-179351
carbon_emissions,,District,district,train,2,travis_resstock-amy2018-2021-release-1-179351
