cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.9840072559139492,District,district,train,0,travis_resstock-amy2018-2021-release-1-174481
average_daily_peak,1.2934167421342293,District,district,train,0,travis_resstock-amy2018-2021-release-1-174481
carbon_emissions,,District,district,train,0,travis_resstock-amy2018-2021-release-1-174481
cost,,District,district,train,0,travis_resstock-amy2018-2021-release-1-174481
electricity_consumption,1.2784452446640402,District,district,train,0,travis_resstock-amy2018-2021-release-1-174481
peak_demand,1.1664029988514113,District,district,train,0,travis_resstock-amy2018-2021-release-1-174481
ramping,2.178220959159315,District,district,train,0,travis_resstock-amy2018-2021-release-1-174481
zero_net_energy,3.216780041240907,District,district,train,0,travis_resstock-amy2018-2021-release-1-174481
electricity_consumption,1.2784452446640402,resstock-amy2018-2021-release-1-174481,building,train,0,travis_resstock-amy2018-2021-release-1-174481
zero_net_energy,3.216780041240907,resstock-amy2018-2021-release-1-174481,building,train,0,travis_resstock-amy2018-2021-release-1-174481
carbon_emissions,,resstock-amy2018-2021-release-1-174481,building,train,0,travis_resstock-amy2018-2021-release-1-174481
cost,,resstock-amy2018-2021-release-1-174481,building,train,0,travis_resstock-amy2018-2021-release-1-174481
1 - load_factor,0.9881407254773484,District,district,train,1,travis_resstock-amy2018-2021-release-1-174481
average_daily_peak,0.904849498781577,District,district,train,1,travis_resstock-amy2018-2021-release-1-174481
carbon_emissions,,District,district,train,1,travis_resstock-amy2018-2021-release-1-174481
cost,,District,district,train,1,travis_resstock-amy2018-2021-release-1-174481
electricity_consumption,0.8107201196954946,District,district,train,1,travis_resstock-amy2018-2021-release-1-174481
peak_demand,1.0648839771400955,District,district,train,1,travis_resstock-amy2018-2021-release-1-174481
ramping,1.1286064444070103,District,district,train,1,travis_resstock-amy2018-2021-release-1-174481
zero_net_energy,2.4850520630357145,District,district,train,1,travis_resstock-amy2018-2021-release-1-174481
electricity_consumption,0.8107201196954946,resstock-amy2018-2021-release-1-174481,building,train,1,travis_resstock-amy2018-2021-release-1-174481
zero_net_energy,2.4850520630357145,resstock-amy2018-2021-release-1-174481,building,train,1,travis_resstock-amy2018-2021-release-1-174481
carbon_emissions,,resstock-amy2018-2021-release-1-174481,building,train,1,travis_resstock-amy2018-2021-release-1-174481
cost,,resstock-amy2018-2021-release-1-174481,building,train,1,travis_resstock-amy2018-2021-release-1-174481
1 - load_factor,0.9890987158939276,District,district,train,2,travis_resstock-amy2018-2021-release-1-174481
