simulation_id,mode,episode,start_timestamp,end_timestamp
travis_resstock-amy2018-2021-release-1-101010,train,0,2024-03-08 15:05:29.429766,2024-03-08 15:05:35.335866
travis_resstock-amy2018-2021-release-1-101010,train,1,2024-03-08 15:05:36.255617,2024-03-08 15:07:34.242896
travis_resstock-amy2018-2021-release-1-101010,train,2,2024-03-08 15:07:35.414734,2024-03-08 15:09:33.441693
travis_resstock-amy2018-2021-release-1-101010,train,3,2024-03-08 15:09:34.849723,2024-03-08 15:11:33.085989
travis_resstock-amy2018-2021-release-1-101010,train,4,2024-03-08 15:11:34.718715,2024-03-08 15:13:33.183949
travis_resstock-amy2018-2021-release-1-101010,train,5,2024-03-08 15:13:35.038401,2024-03-08 15:15:33.827139
travis_resstock-amy2018-2021-release-1-101010,train,6,2024-03-08 15:15:35.853147,2024-03-08 15:17:46.087946
travis_resstock-amy2018-2021-release-1-101010,train,7,2024-03-08 15:17:48.339502,2024-03-08 15:19:58.674766
travis_resstock-amy2018-2021-release-1-101010,train,8,2024-03-08 15:20:01.143449,2024-03-08 15:22:10.335213
travis_resstock-amy2018-2021-release-1-101010,train,9,2024-03-08 15:22:13.225083,2024-03-08 15:24:33.641499
travis_resstock-amy2018-2021-release-1-101010,train,10,2024-03-08 15:24:37.329082,2024-03-08 15:26:44.944716
