cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.9834047994732288,District,district,train,0,travis_resstock-amy2018-2021-release-1-101010
average_daily_peak,1.2189577779925946,District,district,train,0,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,District,district,train,0,travis_resstock-amy2018-2021-release-1-101010
cost,,District,district,train,0,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,1.197527447999421,District,district,train,0,travis_resstock-amy2018-2021-release-1-101010
peak_demand,1.0193707627207382,District,district,train,0,travis_resstock-amy2018-2021-release-1-101010
ramping,2.1163976283569337,District,district,train,0,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.4969545298968618,District,district,train,0,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,1.197527447999421,resstock-amy2018-2021-release-1-101010,building,train,0,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.4969545298968618,resstock-amy2018-2021-release-1-101010,building,train,0,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,resstock-amy2018-2021-release-1-101010,building,train,0,travis_resstock-amy2018-2021-release-1-101010
cost,,resstock-amy2018-2021-release-1-101010,building,train,0,travis_resstock-amy2018-2021-release-1-101010
1 - load_factor,0.9912939500449792,District,district,train,1,travis_resstock-amy2018-2021-release-1-101010
average_daily_peak,0.921680309476922,District,district,train,1,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,District,district,train,1,travis_resstock-amy2018-2021-release-1-101010
cost,,District,district,train,1,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.8581410198304211,District,district,train,1,travis_resstock-amy2018-2021-release-1-101010
peak_demand,0.9874357163670204,District,district,train,1,travis_resstock-amy2018-2021-release-1-101010
ramping,1.088667064342114,District,district,train,1,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.276656796171656,District,district,train,1,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.8581410198304211,resstock-amy2018-2021-release-1-101010,building,train,1,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.276656796171656,resstock-amy2018-2021-release-1-101010,building,train,1,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,resstock-amy2018-2021-release-1-101010,building,train,1,travis_resstock-amy2018-2021-release-1-101010
cost,,resstock-amy2018-2021-release-1-101010,building,train,1,travis_resstock-amy2018-2021-release-1-101010
1 - load_factor,0.9914807577084602,District,district,train,2,travis_resstock-amy2018-2021-release-1-101010
average_daily_peak,0.9274963079890824,District,district,train,2,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,District,district,train,2,travis_resstock-amy2018-2021-release-1-101010
cost,,District,district,train,2,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.7852777841368584,District,district,train,2,travis_resstock-amy2018-2021-release-1-101010
peak_demand,1.0754903302819805,District,district,train,2,travis_resstock-amy2018-2021-release-1-101010
ramping,1.0406051267834235,District,district,train,2,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.3375403830847854,District,district,train,2,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.7852777841368584,resstock-amy2018-2021-release-1-101010,building,train,2,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.3375403830847854,resstock-amy2018-2021-release-1-101010,building,train,2,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,resstock-amy2018-2021-release-1-101010,building,train,2,travis_resstock-amy2018-2021-release-1-101010
cost,,resstock-amy2018-2021-release-1-101010,building,train,2,travis_resstock-amy2018-2021-release-1-101010
1 - load_factor,0.9898732875416856,District,district,train,3,travis_resstock-amy2018-2021-release-1-101010
average_daily_peak,0.915383176403791,District,district,train,3,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,District,district,train,3,travis_resstock-amy2018-2021-release-1-101010
cost,,District,district,train,3,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.7751683330531183,District,district,train,3,travis_resstock-amy2018-2021-release-1-101010
peak_demand,0.9874357163670204,District,district,train,3,travis_resstock-amy2018-2021-release-1-101010
ramping,1.0258360635498562,District,district,train,3,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.3303722047176756,District,district,train,3,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.7751683330531183,resstock-amy2018-2021-release-1-101010,building,train,3,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.3303722047176756,resstock-amy2018-2021-release-1-101010,building,train,3,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,resstock-amy2018-2021-release-1-101010,building,train,3,travis_resstock-amy2018-2021-release-1-101010
cost,,resstock-amy2018-2021-release-1-101010,building,train,3,travis_resstock-amy2018-2021-release-1-101010
1 - load_factor,0.9901786899667714,District,district,train,4,travis_resstock-amy2018-2021-release-1-101010
average_daily_peak,0.9168345512023728,District,district,train,4,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,District,district,train,4,travis_resstock-amy2018-2021-release-1-101010
cost,,District,district,train,4,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.7747666101391526,District,district,train,4,travis_resstock-amy2018-2021-release-1-101010
peak_demand,0.9874357163670204,District,district,train,4,travis_resstock-amy2018-2021-release-1-101010
ramping,1.026520377460654,District,district,train,4,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.3360618790472976,District,district,train,4,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.7747666101391526,resstock-amy2018-2021-release-1-101010,building,train,4,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.3360618790472976,resstock-amy2018-2021-release-1-101010,building,train,4,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,resstock-amy2018-2021-release-1-101010,building,train,4,travis_resstock-amy2018-2021-release-1-101010
cost,,resstock-amy2018-2021-release-1-101010,building,train,4,travis_resstock-amy2018-2021-release-1-101010
1 - load_factor,0.9896124081869004,District,district,train,5,travis_resstock-amy2018-2021-release-1-101010
average_daily_peak,0.9237727291631396,District,district,train,5,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,District,district,train,5,travis_resstock-amy2018-2021-release-1-101010
cost,,District,district,train,5,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.7742664998832527,District,district,train,5,travis_resstock-amy2018-2021-release-1-101010
peak_demand,0.9874357163670204,District,district,train,5,travis_resstock-amy2018-2021-release-1-101010
ramping,1.0336241715539314,District,district,train,5,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.3612557898658482,District,district,train,5,travis_resstock-amy2018-2021-release-1-101010
electricity_consumption,0.7742664998832527,resstock-amy2018-2021-release-1-101010,building,train,5,travis_resstock-amy2018-2021-release-1-101010
zero_net_energy,1.3612557898658482,resstock-amy2018-2021-release-1-101010,building,train,5,travis_resstock-amy2018-2021-release-1-101010
carbon_emissions,,resstock-amy2018-2021-release-1-101010,building,train,5,travis_resstock-amy2018-2021-release-1-101010
cost,,resstock-amy2018-2021-release-1-101010,building,train,5,travis_resstock-amy2018-2021-release-1-101010
1 - load_factor,0.9893234951224692,District,district,train,6,travis_resstock-amy2018-2021-release-1-101010
average_daily_peak,0.9280534573269684,District,district,train,6,travis_resstock-amy2018-2021-release-1-101010
