simulation_id,mode,episode,start_timestamp,end_timestamp
travis_resstock-amy2018-2021-release-1-182813,train,0,2024-03-08 14:08:06.110046,2024-03-08 14:08:12.515907
travis_resstock-amy2018-2021-release-1-182813,train,1,2024-03-08 14:08:13.446786,2024-03-08 14:10:23.330732
travis_resstock-amy2018-2021-release-1-182813,train,2,2024-03-08 14:10:24.520259,2024-03-08 14:12:33.983759
travis_resstock-amy2018-2021-release-1-182813,train,3,2024-03-08 14:12:35.381395,2024-03-08 14:14:44.860075
travis_resstock-amy2018-2021-release-1-182813,train,4,2024-03-08 14:14:46.497396,2024-03-08 14:16:55.950406
travis_resstock-amy2018-2021-release-1-182813,train,5,2024-03-08 14:16:57.791467,2024-03-08 14:19:07.283533
travis_resstock-amy2018-2021-release-1-182813,train,6,2024-03-08 14:19:09.383942,2024-03-08 14:21:18.985853
travis_resstock-amy2018-2021-release-1-182813,train,7,2024-03-08 14:21:21.275033,2024-03-08 14:23:30.545675
travis_resstock-amy2018-2021-release-1-182813,train,8,2024-03-08 14:23:33.059747,2024-03-08 14:25:42.333346
travis_resstock-amy2018-2021-release-1-182813,train,9,2024-03-08 14:25:45.028763,2024-03-08 14:27:54.172879
travis_resstock-amy2018-2021-release-1-182813,train,10,2024-03-08 14:27:57.113823,2024-03-08 14:30:06.317428
travis_resstock-amy2018-2021-release-1-182813,train,11,2024-03-08 14:30:09.457973,2024-03-08 14:32:18.693790
travis_resstock-amy2018-2021-release-1-182813,train,12,2024-03-08 14:32:22.084567,2024-03-08 14:34:31.298380
travis_resstock-amy2018-2021-release-1-182813,train,13,2024-03-08 14:34:34.904307,2024-03-08 14:36:43.789450
travis_resstock-amy2018-2021-release-1-182813,train,14,2024-03-08 14:36:47.650247,2024-03-08 14:38:52.587817
travis_resstock-amy2018-2021-release-1-182813,test,0,2024-03-08 14:38:56.924442,2024-03-08 14:39:11.601322
