cost_function,value,name,level,mode,episode,simulation_id
electricity_consumption,0.8390073961680348,resstock-amy2018-2021-release-1-182813,building,train,2,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.20175489644205,resstock-amy2018-2021-release-1-182813,building,train,2,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,2,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,2,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9895388280006052,District,district,train,3,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9261362217154888,District,district,train,3,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,3,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,3,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8183123831256636,District,district,train,3,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0061028639610496,District,district,train,3,travis_resstock-amy2018-2021-release-1-182813
ramping,1.0405352852355945,District,district,train,3,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.1996405135602812,District,district,train,3,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8183123831256636,resstock-amy2018-2021-release-1-182813,building,train,3,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.1996405135602812,resstock-amy2018-2021-release-1-182813,building,train,3,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,3,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,3,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9845390822218372,District,district,train,4,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9222452731658828,District,district,train,4,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,4,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,4,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8201842687875834,District,district,train,4,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0104333611693344,District,district,train,4,travis_resstock-amy2018-2021-release-1-182813
ramping,1.0413411166485649,District,district,train,4,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2148957846258976,District,district,train,4,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8201842687875834,resstock-amy2018-2021-release-1-182813,building,train,4,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2148957846258976,resstock-amy2018-2021-release-1-182813,building,train,4,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,4,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,4,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9860903403169942,District,district,train,5,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9266665368313088,District,district,train,5,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,5,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,5,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.816956299957342,District,district,train,5,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0,District,district,train,5,travis_resstock-amy2018-2021-release-1-182813
ramping,1.062129394260739,District,district,train,5,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2224034608117962,District,district,train,5,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.816956299957342,resstock-amy2018-2021-release-1-182813,building,train,5,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2224034608117962,resstock-amy2018-2021-release-1-182813,building,train,5,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,5,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,5,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9844653388989352,District,district,train,6,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9320659084913716,District,district,train,6,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,6,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,6,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8175709981566495,District,district,train,6,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0624801577314489,District,district,train,6,travis_resstock-amy2018-2021-release-1-182813
ramping,1.0634156359635023,District,district,train,6,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2187160225000255,District,district,train,6,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8175709981566495,resstock-amy2018-2021-release-1-182813,building,train,6,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2187160225000255,resstock-amy2018-2021-release-1-182813,building,train,6,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,6,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,6,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9884191109088012,District,district,train,7,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9437807630913392,District,district,train,7,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,7,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,7,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8174105096894759,District,district,train,7,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0,District,district,train,7,travis_resstock-amy2018-2021-release-1-182813
ramping,1.056631830369812,District,district,train,7,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.205907691976832,District,district,train,7,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8174105096894759,resstock-amy2018-2021-release-1-182813,building,train,7,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.205907691976832,resstock-amy2018-2021-release-1-182813,building,train,7,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,7,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,7,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.987772977085044,District,district,train,8,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9374252863308408,District,district,train,8,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,8,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,8,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8171759207846401,District,district,train,8,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0,District,district,train,8,travis_resstock-amy2018-2021-release-1-182813
ramping,1.0550529719342263,District,district,train,8,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2034915955067544,District,district,train,8,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8171759207846401,resstock-amy2018-2021-release-1-182813,building,train,8,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2034915955067544,resstock-amy2018-2021-release-1-182813,building,train,8,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,8,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,8,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.987871662341746,District,district,train,9,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9412960690683716,District,district,train,9,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,9,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,9,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8215347665342914,District,district,train,9,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0,District,district,train,9,travis_resstock-amy2018-2021-release-1-182813
ramping,1.06833573640804,District,district,train,9,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2135631772091082,District,district,train,9,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8215347665342914,resstock-amy2018-2021-release-1-182813,building,train,9,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2135631772091082,resstock-amy2018-2021-release-1-182813,building,train,9,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,9,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,9,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9845900514410572,District,district,train,10,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.920442790084742,District,district,train,10,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,10,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,10,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.815187597513067,District,district,train,10,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0,District,district,train,10,travis_resstock-amy2018-2021-release-1-182813
ramping,1.0542514873034718,District,district,train,10,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.205538606472721,District,district,train,10,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.815187597513067,resstock-amy2018-2021-release-1-182813,building,train,10,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.205538606472721,resstock-amy2018-2021-release-1-182813,building,train,10,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,10,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,10,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9884350696677544,District,district,train,11,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9275689669187788,District,district,train,11,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,11,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,11,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8149807250397755,District,district,train,11,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0,District,district,train,11,travis_resstock-amy2018-2021-release-1-182813
ramping,1.0530368064586604,District,district,train,11,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2032763854187003,District,district,train,11,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8149807250397755,resstock-amy2018-2021-release-1-182813,building,train,11,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2032763854187003,resstock-amy2018-2021-release-1-182813,building,train,11,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,11,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,11,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9889340424143064,District,district,train,12,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9241137776651958,District,district,train,12,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,12,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,12,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8185720884760981,District,district,train,12,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0104333611693344,District,district,train,12,travis_resstock-amy2018-2021-release-1-182813
ramping,1.0578562155978548,District,district,train,12,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.20177922415203,District,district,train,12,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8185720884760981,resstock-amy2018-2021-release-1-182813,building,train,12,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.20177922415203,resstock-amy2018-2021-release-1-182813,building,train,12,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,12,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,12,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9889385495746688,District,district,train,13,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9267015690776916,District,district,train,13,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,13,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,13,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.819350741847487,District,district,train,13,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0104333611693344,District,district,train,13,travis_resstock-amy2018-2021-release-1-182813
ramping,1.048906225892699,District,district,train,13,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2011668040666992,District,district,train,13,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.819350741847487,resstock-amy2018-2021-release-1-182813,building,train,13,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.2011668040666992,resstock-amy2018-2021-release-1-182813,building,train,13,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,13,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,13,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9890740589924356,District,district,train,14,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9250621058134252,District,district,train,14,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,train,14,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,train,14,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8198169337503155,District,district,train,14,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0104333611693344,District,district,train,14,travis_resstock-amy2018-2021-release-1-182813
ramping,1.0502554758070557,District,district,train,14,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.1996621199645654,District,district,train,14,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8198169337503155,resstock-amy2018-2021-release-1-182813,building,train,14,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.1996621199645654,resstock-amy2018-2021-release-1-182813,building,train,14,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,train,14,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,train,14,travis_resstock-amy2018-2021-release-1-182813
1 - load_factor,0.9893695545831621,District,district,test,0,travis_resstock-amy2018-2021-release-1-182813
average_daily_peak,0.9228515028984174,District,district,test,0,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,District,district,test,0,travis_resstock-amy2018-2021-release-1-182813
cost,,District,district,test,0,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8170753699775978,District,district,test,0,travis_resstock-amy2018-2021-release-1-182813
peak_demand,1.0104333611693344,District,district,test,0,travis_resstock-amy2018-2021-release-1-182813
ramping,1.0301961766100116,District,district,test,0,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.1994408062630806,District,district,test,0,travis_resstock-amy2018-2021-release-1-182813
electricity_consumption,0.8170753699775978,resstock-amy2018-2021-release-1-182813,building,test,0,travis_resstock-amy2018-2021-release-1-182813
zero_net_energy,1.1994408062630806,resstock-amy2018-2021-release-1-182813,building,test,0,travis_resstock-amy2018-2021-release-1-182813
carbon_emissions,,resstock-amy2018-2021-release-1-182813,building,test,0,travis_resstock-amy2018-2021-release-1-182813
cost,,resstock-amy2018-2021-release-1-182813,building,test,0,travis_resstock-amy2018-2021-release-1-182813
