simulation_id,mode,episode,start_timestamp,end_timestamp
alameda_resstock-amy2018-2021-release-1-174488,train,0,2024-03-05 09:08:56.807034,2024-03-05 09:08:57.915000
alameda_resstock-amy2018-2021-release-1-174488,train,1,2024-03-05 09:08:58.106900,2024-03-05 09:09:18.554195
alameda_resstock-amy2018-2021-release-1-174488,train,2,2024-03-05 09:09:18.786592,2024-03-05 09:09:39.612599
alameda_resstock-amy2018-2021-release-1-174488,train,3,2024-03-05 09:09:39.878072,2024-03-05 09:10:00.700707
alameda_resstock-amy2018-2021-release-1-174488,train,4,2024-03-05 09:10:01.000915,2024-03-05 09:10:21.772490
alameda_resstock-amy2018-2021-release-1-174488,train,5,2024-03-05 09:10:22.107182,2024-03-05 09:10:42.865238
alameda_resstock-amy2018-2021-release-1-174488,train,6,2024-03-05 09:10:43.235100,2024-03-05 09:11:03.862279
alameda_resstock-amy2018-2021-release-1-174488,train,7,2024-03-05 09:11:04.265705,2024-03-05 09:11:24.972725
alameda_resstock-amy2018-2021-release-1-174488,train,8,2024-03-05 09:11:25.412882,2024-03-05 09:11:46.014295
alameda_resstock-amy2018-2021-release-1-174488,train,9,2024-03-05 09:11:46.492497,2024-03-05 09:12:07.077047
alameda_resstock-amy2018-2021-release-1-174488,train,10,2024-03-05 09:12:07.614755,2024-03-05 09:12:28.281036
alameda_resstock-amy2018-2021-release-1-174488,train,11,2024-03-05 09:12:28.824280,2024-03-05 09:12:49.399602
alameda_resstock-amy2018-2021-release-1-174488,train,12,2024-03-05 09:12:49.976569,2024-03-05 09:13:10.526096
alameda_resstock-amy2018-2021-release-1-174488,train,13,2024-03-05 09:13:11.136676,2024-03-05 09:13:31.635662
alameda_resstock-amy2018-2021-release-1-174488,train,14,2024-03-05 09:13:32.284188,2024-03-05 09:13:52.859672
alameda_resstock-amy2018-2021-release-1-174488,test,0,2024-03-05 09:13:53.809981,2024-03-05 09:13:55.139381
