simulation_id,mode,episode,start_timestamp,end_timestamp
alameda_resstock-amy2018-2021-release-1-534588,train,0,2024-03-05 10:14:34.349034,2024-03-05 10:14:35.414505
alameda_resstock-amy2018-2021-release-1-534588,train,1,2024-03-05 10:14:35.595035,2024-03-05 10:14:56.492436
alameda_resstock-amy2018-2021-release-1-534588,train,2,2024-03-05 10:14:56.722824,2024-03-05 10:15:17.479140
alameda_resstock-amy2018-2021-release-1-534588,train,3,2024-03-05 10:15:17.741074,2024-03-05 10:15:38.423506
alameda_resstock-amy2018-2021-release-1-534588,train,4,2024-03-05 10:15:38.719802,2024-03-05 10:15:59.342086
alameda_resstock-amy2018-2021-release-1-534588,train,5,2024-03-05 10:15:59.679100,2024-03-05 10:16:20.856843
alameda_resstock-amy2018-2021-release-1-534588,train,6,2024-03-05 10:16:21.225023,2024-03-05 10:16:42.266574
alameda_resstock-amy2018-2021-release-1-534588,train,7,2024-03-05 10:16:42.671329,2024-03-05 10:17:03.446863
alameda_resstock-amy2018-2021-release-1-534588,train,8,2024-03-05 10:17:03.898088,2024-03-05 10:17:25.173446
alameda_resstock-amy2018-2021-release-1-534588,train,9,2024-03-05 10:17:25.652979,2024-03-05 10:17:47.201743
alameda_resstock-amy2018-2021-release-1-534588,train,10,2024-03-05 10:17:47.739344,2024-03-05 10:18:08.548011
