cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.980211961720493,District,district,train,0,travis_resstock-amy2018-2021-release-1-120089
average_daily_peak,1.281154113048496,District,district,train,0,travis_resstock-amy2018-2021-release-1-120089
carbon_emissions,,District,district,train,0,travis_resstock-amy2018-2021-release-1-120089
cost,,District,district,train,0,travis_resstock-amy2018-2021-release-1-120089
electricity_consumption,1.2565881579849647,District,district,train,0,travis_resstock-amy2018-2021-release-1-120089
peak_demand,1.0892937407426764,District,district,train,0,travis_resstock-amy2018-2021-release-1-120089
ramping,2.1926551390020035,District,district,train,0,travis_resstock-amy2018-2021-release-1-120089
zero_net_energy,-73.32583153589913,District,district,train,0,travis_resstock-amy2018-2021-release-1-120089
electricity_consumption,1.2565881579849647,resstock-amy2018-2021-release-1-120089,building,train,0,travis_resstock-amy2018-2021-release-1-120089
zero_net_energy,-73.32583153589913,resstock-amy2018-2021-release-1-120089,building,train,0,travis_resstock-amy2018-2021-release-1-120089
carbon_emissions,,resstock-amy2018-2021-release-1-120089,building,train,0,travis_resstock-amy2018-2021-release-1-120089
cost,,resstock-amy2018-2021-release-1-120089,building,train,0,travis_resstock-amy2018-2021-release-1-120089
1 - load_factor,0.9906413492711142,District,district,train,1,travis_resstock-amy2018-2021-release-1-120089
average_daily_peak,0.8788215679569585,District,district,train,1,travis_resstock-amy2018-2021-release-1-120089
carbon_emissions,,District,district,train,1,travis_resstock-amy2018-2021-release-1-120089
cost,,District,district,train,1,travis_resstock-amy2018-2021-release-1-120089
electricity_consumption,0.8090307420177264,District,district,train,1,travis_resstock-amy2018-2021-release-1-120089
peak_demand,1.0,District,district,train,1,travis_resstock-amy2018-2021-release-1-120089
ramping,1.1049003405288964,District,district,train,1,travis_resstock-amy2018-2021-release-1-120089
zero_net_energy,-49.14015831494374,District,district,train,1,travis_resstock-amy2018-2021-release-1-120089
electricity_consumption,0.8090307420177264,resstock-amy2018-2021-release-1-120089,building,train,1,travis_resstock-amy2018-2021-release-1-120089
zero_net_energy,-49.14015831494374,resstock-amy2018-2021-release-1-120089,building,train,1,travis_resstock-amy2018-2021-release-1-120089
carbon_emissions,,resstock-amy2018-2021-release-1-120089,building,train,1,travis_resstock-amy2018-2021-release-1-120089
cost,,resstock-amy2018-2021-release-1-120089,building,train,1,travis_resstock-amy2018-2021-release-1-120089
1 - load_factor,0.9868927257412686,District,district,train,2,travis_resstock-amy2018-2021-release-1-120089
average_daily_peak,0.8519732201519284,District,district,train,2,travis_resstock-amy2018-2021-release-1-120089
carbon_emissions,,District,district,train,2,travis_resstock-amy2018-2021-release-1-120089
cost,,District,district,train,2,travis_resstock-amy2018-2021-release-1-120089
electricity_consumption,0.7451402133712233,District,district,train,2,travis_resstock-amy2018-2021-release-1-120089
peak_demand,0.980264733389521,District,district,train,2,travis_resstock-amy2018-2021-release-1-120089
ramping,1.027676610770896,District,district,train,2,travis_resstock-amy2018-2021-release-1-120089
zero_net_energy,-58.35035899426858,District,district,train,2,travis_resstock-amy2018-2021-release-1-120089
electricity_consumption,0.7451402133712233,resstock-amy2018-2021-release-1-120089,building,train,2,travis_resstock-amy2018-2021-release-1-120089
zero_net_energy,-58.35035899426858,resstock-amy2018-2021-release-1-120089,building,train,2,travis_resstock-amy2018-2021-release-1-120089
carbon_emissions,,resstock-amy2018-2021-release-1-120089,building,train,2,travis_resstock-amy2018-2021-release-1-120089
cost,,resstock-amy2018-2021-release-1-120089,building,train,2,travis_resstock-amy2018-2021-release-1-120089
1 - load_factor,0.990217905593651,District,district,train,3,travis_resstock-amy2018-2021-release-1-120089
average_daily_peak,0.852161619235704,District,district,train,3,travis_resstock-amy2018-2021-release-1-120089
