cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.9873026453916448,District,district,train,0,travis_resstock-amy2018-2021-release-1-182758
average_daily_peak,1.294851209232641,District,district,train,0,travis_resstock-amy2018-2021-release-1-182758
carbon_emissions,,District,district,train,0,travis_resstock-amy2018-2021-release-1-182758
cost,,District,district,train,0,travis_resstock-amy2018-2021-release-1-182758
electricity_consumption,1.2145142543622072,District,district,train,0,travis_resstock-amy2018-2021-release-1-182758
peak_demand,1.2453948547283784,District,district,train,0,travis_resstock-amy2018-2021-release-1-182758
ramping,2.182548555143857,District,district,train,0,travis_resstock-amy2018-2021-release-1-182758
zero_net_energy,1.4688314311185957,District,district,train,0,travis_resstock-amy2018-2021-release-1-182758
electricity_consumption,1.2145142543622072,resstock-amy2018-2021-release-1-182758,building,train,0,travis_resstock-amy2018-2021-release-1-182758
zero_net_energy,1.4688314311185957,resstock-amy2018-2021-release-1-182758,building,train,0,travis_resstock-amy2018-2021-release-1-182758
carbon_emissions,,resstock-amy2018-2021-release-1-182758,building,train,0,travis_resstock-amy2018-2021-release-1-182758
cost,,resstock-amy2018-2021-release-1-182758,building,train,0,travis_resstock-amy2018-2021-release-1-182758
1 - load_factor,0.983716660308902,District,district,train,1,travis_resstock-amy2018-2021-release-1-182758
average_daily_peak,0.9063692742439148,District,district,train,1,travis_resstock-amy2018-2021-release-1-182758
carbon_emissions,,District,district,train,1,travis_resstock-amy2018-2021-release-1-182758
cost,,District,district,train,1,travis_resstock-amy2018-2021-release-1-182758
electricity_consumption,0.8539822083543581,District,district,train,1,travis_resstock-amy2018-2021-release-1-182758
peak_demand,1.019971449843992,District,district,train,1,travis_resstock-amy2018-2021-release-1-182758
ramping,1.1071301426857962,District,district,train,1,travis_resstock-amy2018-2021-release-1-182758
zero_net_energy,1.266021099769787,District,district,train,1,travis_resstock-amy2018-2021-release-1-182758
electricity_consumption,0.8539822083543581,resstock-amy2018-2021-release-1-182758,building,train,1,travis_resstock-amy2018-2021-release-1-182758
zero_net_energy,1.266021099769787,resstock-amy2018-2021-release-1-182758,building,train,1,travis_resstock-amy2018-2021-release-1-182758
carbon_emissions,,resstock-amy2018-2021-release-1-182758,building,train,1,travis_resstock-amy2018-2021-release-1-182758
cost,,resstock-amy2018-2021-release-1-182758,building,train,1,travis_resstock-amy2018-2021-release-1-182758
1 - load_factor,0.980790760310627,District,district,train,2,travis_resstock-amy2018-2021-release-1-182758
average_daily_peak,0.8495861233793444,District,district,train,2,travis_resstock-amy2018-2021-release-1-182758
carbon_emissions,,District,district,train,2,travis_resstock-amy2018-2021-release-1-182758
cost,,District,district,train,2,travis_resstock-amy2018-2021-release-1-182758
electricity_consumption,0.7524547318816217,District,district,train,2,travis_resstock-amy2018-2021-release-1-182758
peak_demand,1.0,District,district,train,2,travis_resstock-amy2018-2021-release-1-182758
ramping,1.005809301290446,District,district,train,2,travis_resstock-amy2018-2021-release-1-182758
zero_net_energy,1.3057522704685265,District,district,train,2,travis_resstock-amy2018-2021-release-1-182758
electricity_consumption,0.7524547318816217,resstock-amy2018-2021-release-1-182758,building,train,2,travis_resstock-amy2018-2021-release-1-182758
zero_net_energy,1.3057522704685265,resstock-amy2018-2021-release-1-182758,building,train,2,travis_resstock-amy2018-2021-release-1-182758
carbon_emissions,,resstock-amy2018-2021-release-1-182758,building,train,2,travis_resstock-amy2018-2021-release-1-182758
cost,,resstock-amy2018-2021-release-1-182758,building,train,2,travis_resstock-amy2018-2021-release-1-182758
1 - load_factor,0.9804569252544252,District,district,train,3,travis_resstock-amy2018-2021-release-1-182758
average_daily_peak,0.8411019022622255,District,district,train,3,travis_resstock-amy2018-2021-release-1-182758
carbon_emissions,,District,district,train,3,travis_resstock-amy2018-2021-release-1-182758
cost,,District,district,train,3,travis_resstock-amy2018-2021-release-1-182758
electricity_consumption,0.7409155926638892,District,district,train,3,travis_resstock-amy2018-2021-release-1-182758
peak_demand,1.0,District,district,train,3,travis_resstock-amy2018-2021-release-1-182758
ramping,0.9959951776342534,District,district,train,3,travis_resstock-amy2018-2021-release-1-182758
zero_net_energy,1.3058742397949386,District,district,train,3,travis_resstock-amy2018-2021-release-1-182758
electricity_consumption,0.7409155926638892,resstock-amy2018-2021-release-1-182758,building,train,3,travis_resstock-amy2018-2021-release-1-182758
zero_net_energy,1.3058742397949386,resstock-amy2018-2021-release-1-182758,building,train,3,travis_resstock-amy2018-2021-release-1-182758
carbon_emissions,,resstock-amy2018-2021-release-1-182758,building,train,3,travis_resstock-amy2018-2021-release-1-182758
cost,,resstock-amy2018-2021-release-1-182758,building,train,3,travis_resstock-amy2018-2021-release-1-182758
1 - load_factor,0.9807215661750248,District,district,train,4,travis_resstock-amy2018-2021-release-1-182758
average_daily_peak,0.8382320948114405,District,district,train,4,travis_resstock-amy2018-2021-release-1-182758
