cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.9859623368574244,District,district,train,0,travis_resstock-amy2018-2021-release-1-193057
average_daily_peak,1.2508615045555338,District,district,train,0,travis_resstock-amy2018-2021-release-1-193057
carbon_emissions,,District,district,train,0,travis_resstock-amy2018-2021-release-1-193057
cost,,District,district,train,0,travis_resstock-amy2018-2021-release-1-193057
electricity_consumption,1.2317102623549423,District,district,train,0,travis_resstock-amy2018-2021-release-1-193057
peak_demand,1.2156450769300229,District,district,train,0,travis_resstock-amy2018-2021-release-1-193057
ramping,2.048290279813904,District,district,train,0,travis_resstock-amy2018-2021-release-1-193057
zero_net_energy,1.6758788044084765,District,district,train,0,travis_resstock-amy2018-2021-release-1-193057
electricity_consumption,1.2317102623549423,resstock-amy2018-2021-release-1-193057,building,train,0,travis_resstock-amy2018-2021-release-1-193057
zero_net_energy,1.6758788044084765,resstock-amy2018-2021-release-1-193057,building,train,0,travis_resstock-amy2018-2021-release-1-193057
carbon_emissions,,resstock-amy2018-2021-release-1-193057,building,train,0,travis_resstock-amy2018-2021-release-1-193057
cost,,resstock-amy2018-2021-release-1-193057,building,train,0,travis_resstock-amy2018-2021-release-1-193057
1 - load_factor,0.9891139804243816,District,district,train,1,travis_resstock-amy2018-2021-release-1-193057
average_daily_peak,0.9505364788043502,District,district,train,1,travis_resstock-amy2018-2021-release-1-193057
carbon_emissions,,District,district,train,1,travis_resstock-amy2018-2021-release-1-193057
cost,,District,district,train,1,travis_resstock-amy2018-2021-release-1-193057
electricity_consumption,0.8760110111196155,District,district,train,1,travis_resstock-amy2018-2021-release-1-193057
peak_demand,1.1456269649790145,District,district,train,1,travis_resstock-amy2018-2021-release-1-193057
ramping,1.119237683123132,District,district,train,1,travis_resstock-amy2018-2021-release-1-193057
zero_net_energy,1.376059101379454,District,district,train,1,travis_resstock-amy2018-2021-release-1-193057
electricity_consumption,0.8760110111196155,resstock-amy2018-2021-release-1-193057,building,train,1,travis_resstock-amy2018-2021-release-1-193057
zero_net_energy,1.376059101379454,resstock-amy2018-2021-release-1-193057,building,train,1,travis_resstock-amy2018-2021-release-1-193057
carbon_emissions,,resstock-amy2018-2021-release-1-193057,building,train,1,travis_resstock-amy2018-2021-release-1-193057
cost,,resstock-amy2018-2021-release-1-193057,building,train,1,travis_resstock-amy2018-2021-release-1-193057
1 - load_factor,0.9864050806594178,District,district,train,2,travis_resstock-amy2018-2021-release-1-193057
average_daily_peak,0.9417734852723112,District,district,train,2,travis_resstock-amy2018-2021-release-1-193057
carbon_emissions,,District,district,train,2,travis_resstock-amy2018-2021-release-1-193057
cost,,District,district,train,2,travis_resstock-amy2018-2021-release-1-193057
electricity_consumption,0.7993639511336104,District,district,train,2,travis_resstock-amy2018-2021-release-1-193057
peak_demand,1.0190542060867886,District,district,train,2,travis_resstock-amy2018-2021-release-1-193057
ramping,1.0393017808308709,District,district,train,2,travis_resstock-amy2018-2021-release-1-193057
zero_net_energy,1.438400675449609,District,district,train,2,travis_resstock-amy2018-2021-release-1-193057
electricity_consumption,0.7993639511336104,resstock-amy2018-2021-release-1-193057,building,train,2,travis_resstock-amy2018-2021-release-1-193057
zero_net_energy,1.438400675449609,resstock-amy2018-2021-release-1-193057,building,train,2,travis_resstock-amy2018-2021-release-1-193057
carbon_emissions,,resstock-amy2018-2021-release-1-193057,building,train,2,travis_resstock-amy2018-2021-release-1-193057
cost,,resstock-amy2018-2021-release-1-193057,building,train,2,travis_resstock-amy2018-2021-release-1-193057
1 - load_factor,0.9855577177498592,District,district,train,3,travis_resstock-amy2018-2021-release-1-193057
average_daily_peak,0.9195504865080588,District,district,train,3,travis_resstock-amy2018-2021-release-1-193057
carbon_emissions,,District,district,train,3,travis_resstock-amy2018-2021-release-1-193057
cost,,District,district,train,3,travis_resstock-amy2018-2021-release-1-193057
electricity_consumption,0.7895801043007669,District,district,train,3,travis_resstock-amy2018-2021-release-1-193057
peak_demand,1.0,District,district,train,3,travis_resstock-amy2018-2021-release-1-193057
ramping,1.0275500947828646,District,district,train,3,travis_resstock-amy2018-2021-release-1-193057
zero_net_energy,1.4659919430781,District,district,train,3,travis_resstock-amy2018-2021-release-1-193057
electricity_consumption,0.7895801043007669,resstock-amy2018-2021-release-1-193057,building,train,3,travis_resstock-amy2018-2021-release-1-193057
zero_net_energy,1.4659919430781,resstock-amy2018-2021-release-1-193057,building,train,3,travis_resstock-amy2018-2021-release-1-193057
carbon_emissions,,resstock-amy2018-2021-release-1-193057,building,train,3,travis_resstock-amy2018-2021-release-1-193057
cost,,resstock-amy2018-2021-release-1-193057,building,train,3,travis_resstock-amy2018-2021-release-1-193057
1 - load_factor,0.9858177226458494,District,district,train,4,travis_resstock-amy2018-2021-release-1-193057
average_daily_peak,0.9172308449840836,District,district,train,4,travis_resstock-amy2018-2021-release-1-193057
