simulation_id,mode,episode,start_timestamp,end_timestamp
alameda_resstock-amy2018-2021-release-1-177451,train,0,2024-03-05 09:08:58.689397,2024-03-05 09:08:59.750399
alameda_resstock-amy2018-2021-release-1-177451,train,1,2024-03-05 09:08:59.934494,2024-03-05 09:09:20.821248
alameda_resstock-amy2018-2021-release-1-177451,train,2,2024-03-05 09:09:21.053462,2024-03-05 09:09:41.904778
alameda_resstock-amy2018-2021-release-1-177451,train,3,2024-03-05 09:09:42.169489,2024-03-05 09:10:03.004028
alameda_resstock-amy2018-2021-release-1-177451,train,4,2024-03-05 09:10:03.299097,2024-03-05 09:10:24.078787
alameda_resstock-amy2018-2021-release-1-177451,train,5,2024-03-05 09:10:24.412473,2024-03-05 09:10:45.195683
alameda_resstock-amy2018-2021-release-1-177451,train,6,2024-03-05 09:10:45.563561,2024-03-05 09:11:06.221881
alameda_resstock-amy2018-2021-release-1-177451,train,7,2024-03-05 09:11:06.623316,2024-03-05 09:11:27.384440
alameda_resstock-amy2018-2021-release-1-177451,train,8,2024-03-05 09:11:27.819732,2024-03-05 09:11:48.481298
alameda_resstock-amy2018-2021-release-1-177451,train,9,2024-03-05 09:11:48.952659,2024-03-05 09:12:09.592796
alameda_resstock-amy2018-2021-release-1-177451,train,10,2024-03-05 09:12:10.122662,2024-03-05 09:12:30.841681
alameda_resstock-amy2018-2021-release-1-177451,train,11,2024-03-05 09:12:31.379991,2024-03-05 09:12:52.011855
alameda_resstock-amy2018-2021-release-1-177451,train,12,2024-03-05 09:12:52.582004,2024-03-05 09:13:13.207352
alameda_resstock-amy2018-2021-release-1-177451,train,13,2024-03-05 09:13:13.812757,2024-03-05 09:13:34.422927
alameda_resstock-amy2018-2021-release-1-177451,train,14,2024-03-05 09:13:35.063185,2024-03-05 09:13:55.339700
alameda_resstock-amy2018-2021-release-1-177451,test,0,2024-03-05 09:13:56.229165,2024-03-05 09:13:57.411608
