cost_function,value,name,level,mode,episode,simulation_id
1 - load_factor,0.988781625172977,District,district,train,0,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,1.2655754891496718,District,district,train,0,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,0,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,0,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,1.1569998839218074,District,district,train,0,travis_resstock-amy2018-2021-release-1-175576
peak_demand,1.1377450308503547,District,district,train,0,travis_resstock-amy2018-2021-release-1-175576
ramping,2.1740631666274592,District,district,train,0,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.2650546404522316,District,district,train,0,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,1.1569998839218074,resstock-amy2018-2021-release-1-175576,building,train,0,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.2650546404522316,resstock-amy2018-2021-release-1-175576,building,train,0,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,0,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,0,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.9911522833686596,District,district,train,1,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,0.9285348696708684,District,district,train,1,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,1,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,1,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.9016027345587232,District,district,train,1,travis_resstock-amy2018-2021-release-1-175576
peak_demand,1.1154177129433256,District,district,train,1,travis_resstock-amy2018-2021-release-1-175576
ramping,1.08617077691273,District,district,train,1,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.1400161022738948,District,district,train,1,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.9016027345587232,resstock-amy2018-2021-release-1-175576,building,train,1,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.1400161022738948,resstock-amy2018-2021-release-1-175576,building,train,1,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,1,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,1,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.9881990825978784,District,district,train,2,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,0.8278474605905756,District,district,train,2,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,2,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,2,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8086980760947552,District,district,train,2,travis_resstock-amy2018-2021-release-1-175576
peak_demand,0.9841177139769622,District,district,train,2,travis_resstock-amy2018-2021-release-1-175576
ramping,0.9671209987783272,District,district,train,2,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.1935932844048351,District,district,train,2,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8086980760947552,resstock-amy2018-2021-release-1-175576,building,train,2,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.1935932844048351,resstock-amy2018-2021-release-1-175576,building,train,2,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,2,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,2,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.9864433714306182,District,district,train,3,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,0.827554940280602,District,district,train,3,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,3,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,3,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8034912351106649,District,district,train,3,travis_resstock-amy2018-2021-release-1-175576
peak_demand,1.0,District,district,train,3,travis_resstock-amy2018-2021-release-1-175576
ramping,0.9755164653390844,District,district,train,3,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.2064610072523223,District,district,train,3,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8034912351106649,resstock-amy2018-2021-release-1-175576,building,train,3,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.2064610072523223,resstock-amy2018-2021-release-1-175576,building,train,3,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,3,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,3,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.9899532957888302,District,district,train,4,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,0.8481710281558739,District,district,train,4,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,4,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,4,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8073430502091639,District,district,train,4,travis_resstock-amy2018-2021-release-1-175576
peak_demand,1.1927371358412058,District,district,train,4,travis_resstock-amy2018-2021-release-1-175576
ramping,1.0208400884118216,District,district,train,4,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.214391194490288,District,district,train,4,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8073430502091639,resstock-amy2018-2021-release-1-175576,building,train,4,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.214391194490288,resstock-amy2018-2021-release-1-175576,building,train,4,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,4,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,4,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.9906190623380338,District,district,train,5,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,0.8655788330593918,District,district,train,5,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,5,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,5,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8060493457823378,District,district,train,5,travis_resstock-amy2018-2021-release-1-175576
peak_demand,1.1900709415453732,District,district,train,5,travis_resstock-amy2018-2021-release-1-175576
ramping,1.0362124599212958,District,district,train,5,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.212748957811191,District,district,train,5,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8060493457823378,resstock-amy2018-2021-release-1-175576,building,train,5,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.212748957811191,resstock-amy2018-2021-release-1-175576,building,train,5,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,5,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,5,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.9919015063988532,District,district,train,6,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,0.8660880213870067,District,district,train,6,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,6,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,6,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8126440623559461,District,district,train,6,travis_resstock-amy2018-2021-release-1-175576
peak_demand,1.1516243378763995,District,district,train,6,travis_resstock-amy2018-2021-release-1-175576
ramping,1.0336847325845686,District,district,train,6,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.208808109570978,District,district,train,6,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8126440623559461,resstock-amy2018-2021-release-1-175576,building,train,6,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.208808109570978,resstock-amy2018-2021-release-1-175576,building,train,6,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,6,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,6,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.9901823962311476,District,district,train,7,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,0.8562354064980785,District,district,train,7,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,7,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,7,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8138437713182932,District,district,train,7,travis_resstock-amy2018-2021-release-1-175576
peak_demand,1.0961595638408363,District,district,train,7,travis_resstock-amy2018-2021-release-1-175576
ramping,1.026987648738642,District,district,train,7,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.2085972079940777,District,district,train,7,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8138437713182932,resstock-amy2018-2021-release-1-175576,building,train,7,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.2085972079940777,resstock-amy2018-2021-release-1-175576,building,train,7,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,7,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,7,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.98698060376131,District,district,train,8,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,0.8632435234507506,District,district,train,8,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,8,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,8,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.811203021907489,District,district,train,8,travis_resstock-amy2018-2021-release-1-175576
peak_demand,1.0122060887134274,District,district,train,8,travis_resstock-amy2018-2021-release-1-175576
ramping,1.0451160407436244,District,district,train,8,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.219919430586935,District,district,train,8,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.811203021907489,resstock-amy2018-2021-release-1-175576,building,train,8,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.219919430586935,resstock-amy2018-2021-release-1-175576,building,train,8,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,8,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,8,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.987906663852672,District,district,train,9,travis_resstock-amy2018-2021-release-1-175576
average_daily_peak,0.8590838234126789,District,district,train,9,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,District,district,train,9,travis_resstock-amy2018-2021-release-1-175576
cost,,District,district,train,9,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8112365845495908,District,district,train,9,travis_resstock-amy2018-2021-release-1-175576
peak_demand,1.001988739417658,District,district,train,9,travis_resstock-amy2018-2021-release-1-175576
ramping,1.0372401184184463,District,district,train,9,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.2188636864699656,District,district,train,9,travis_resstock-amy2018-2021-release-1-175576
electricity_consumption,0.8112365845495908,resstock-amy2018-2021-release-1-175576,building,train,9,travis_resstock-amy2018-2021-release-1-175576
zero_net_energy,1.2188636864699656,resstock-amy2018-2021-release-1-175576,building,train,9,travis_resstock-amy2018-2021-release-1-175576
carbon_emissions,,resstock-amy2018-2021-release-1-175576,building,train,9,travis_resstock-amy2018-2021-release-1-175576
cost,,resstock-amy2018-2021-release-1-175576,building,train,9,travis_resstock-amy2018-2021-release-1-175576
1 - load_factor,0.988535211455285,District,district,train,10,travis_resstock-amy2018-2021-release-1-175576
